2L	24354	FR	INE-1	1	INE-1	FBti0059812	ncorrdist=116	24093	24167	1	9	9	0	0	24541	24615	1	14	14	0	0
2L	27648.5	FR	INE-1	1	INE-1	FBti0059814	ncorrdist=111	27382	27456	1	11	11	0	0	27841	27915	1	7	7	0	0
2L	64643.5	FR	X-element	1	X-element	FBti0019093	ncorrdist=124	64178	64252	1	9	9	0	0	65035	65085	1	5	5	0	0
2L	116759	F	INE-1	1	INE-1	FBti0060557	ncorrdist=145	116364	116438	1	7	7	0	0	-	-	-	-	-	-	-
2L	176455	FR	I-element	1	I-element	FBti0019095	ncorrdist=125	176258	176332	1	7	7	0	0	176578	176652	1	11	11	0	0
2L	305394	R	F-element	0.857142857142857	F-element	-	-	-	-	-	-	-	-	-	305494	305568	0.857142857142857	14	12	2	0
2L	307867	F	roo	0.333333333333333	roo	-	-	307693	307767	0.333333333333333	12	4	8	0	-	-	-	-	-	-	-
2L	468041.5	FR	Doc	0.69047619047619	Doc	-	ncorrdist=108	467913	467987	0.666666666666667	6	4	2	0	468096	468170	0.714285714285714	7	5	2	0
2L	470213	R	Burdock	0.4	Burdock	-	-	-	-	-	-	-	-	-	470313	470387	0.4	5	2	3	0
2L	493231	FR	P-element	0.527777777777778	P-element	-	ncorrdist=93	493110	493184	0.555555555555556	9	5	4	0	493278	493340	0.5	10	5	5	0
2L	639887	R	opus	0.75	opus	-	-	-	-	-	-	-	-	-	639987	640061	0.75	8	6	2	0
2L	754173	R	412	0.5	412	-	-	-	-	-	-	-	-	-	754273	754347	0.5	6	3	3	0
2L	1342677	R	blood	0.5	blood	-	-	-	-	-	-	-	-	-	1342777	1342829	0.5	10	5	5	0
2L	1736662.5	FR	gypsy5	0.585714285714286	gypsy5	-	ncorrdist=122	1736527	1736601	0.571428571428571	7	4	3	0	1736724	1736798	0.6	5	3	2	0
2L	1745621	F	Burdock	0.714285714285714	Burdock	-	-	1745447	1745521	0.714285714285714	7	5	2	0	-	-	-	-	-	-	-
2L	1886126	F	412	0.6	412	-	-	1885956	1886026	0.6	10	6	4	0	-	-	-	-	-	-	-
2L	1907927	R	F-element	1	F-element	-	-	-	-	-	-	-	-	-	1908027	1908041	1	5	5	0	0
2L	2018912	FR	X-element	1	X-element	-	ncorrdist=106	2018323	2018397	1	10	10	0	0	2019427	2019501	1	12	12	0	0
2L	2019620	FR	X-element	1	X-element	-	ncorrdist=118	2019356	2019430	1	6	6	0	0	2019810	2019884	1	9	9	0	0
2L	2317749	F	INE-1	0.444444444444444	INE-1	-	-	2317575	2317649	0.444444444444444	9	4	5	0	-	-	-	-	-	-	-
2L	2345699.5	FR	hopper	1	hopper	-	ncorrdist=112	2345605	2345643	1	7	7	0	0	2345756	2345804	1	7	7	0	0
2L	2345743	R	1360	0.6	1360	-	-	-	-	-	-	-	-	-	2345843	2345917	0.6	5	3	2	0
2L	2494146.5	FR	invader2	1	invader2	-	ncorrdist=118	2493840	2493914	1	10	10	0	0	2494379	2494453	1	13	13	0	0
2L	2704168	F	I-element	0.428571428571429	I-element	-	-	2703994	2704068	0.428571428571429	7	3	4	0	-	-	-	-	-	-	-
2L	2753116	R	P-element	0.2	P-element	-	-	-	-	-	-	-	-	-	2753216	2753290	0.2	15	3	12	0
2L	3305616	F	roo	0.25	roo	-	-	3305442	3305516	0.25	8	2	6	0	-	-	-	-	-	-	-
2L	3462919.5	FR	INE-1	1	INE-1	FBti0063035	ncorrdist=111	3462581	3462655	1	6	6	0	0	3463184	3463258	1	12	12	0	0
2L	3944318.5	FR	Quasimodo	0.535714285714286	Quasimodo	-	ncorrdist=130	3944179	3944253	0.571428571428571	7	4	3	0	3944384	3944458	0.5	8	4	4	0
2L	4074109	R	roo	0.571428571428571	roo	-	-	-	-	-	-	-	-	-	4074209	4074283	0.571428571428571	14	8	6	0
2L	4106376	R	jockey	0.666666666666667	jockey	-	-	-	-	-	-	-	-	-	4106476	4106550	0.666666666666667	6	4	2	0
2L	4182566	FR	FB	0.9375	FB	FBti0063046	ncorrdist=187	4181086	4181160	1	8	8	0	0	4183972	4184046	0.875	8	7	1	0
2L	4189336	R	17.6	1	17.6	-	-	-	-	-	-	-	-	-	4189436	4189510	1	9	9	0	0
2L	4425535	F	jockey	0.133333333333333	jockey	-	-	4425361	4425435	0.133333333333333	15	2	13	0	-	-	-	-	-	-	-
2L	4425373	R	jockey	0.230769230769231	jockey	-	-	-	-	-	-	-	-	-	4425473	4425547	0.230769230769231	13	3	10	0
2L	4825083	FR	Burdock	0.37012987012987	Burdock	-	ncorrdist=149	4824946	4825008	0.454545454545455	11	5	6	0	4825158	4825232	0.285714285714286	14	4	10	0
2L	4838026	F	Stalker2	0.5	Stalker2	-	-	4837852	4837926	0.5	8	4	4	0	-	-	-	-	-	-	-
2L	4866639.5	FR	Stalker4	0.678571428571429	Stalker4	-	ncorrdist=128	4866501	4866575	0.357142857142857	14	5	9	0	4866704	4866738	1	5	5	0	0
2L	4895922	F	roo	0.3	roo	-	-	4895748	4895822	0.3	10	3	7	0	-	-	-	-	-	-	-
2L	4973825	FR	S2	1	S2	FBti0019124	ncorrdist=123	4973582	4973656	1	8	8	0	0	4973994	4974068	1	8	8	0	0
2L	5120316.5	FR	INE-1	1	INE-1	FBti0063078	ncorrdist=107	5120099	5120173	1	10	10	0	0	5120460	5120534	1	11	11	0	0
2L	5320246	F	roo	1	roo	-	-	5320080	5320146	1	6	6	0	0	-	-	-	-	-	-	-
2L	5491177	FR	Tirant	0.6875	Tirant	-	ncorrdist=107	5491049	5491123	0.875	8	7	1	0	5491231	5491305	0.5	6	3	3	0
2L	5591204.5	FR	INE-1	1	INE-1	FBti0063169	ncorrdist=166	5590990	5591064	1	5	5	0	0	5591345	5591419	1	13	13	0	0
2L	5627780	F	Quasimodo	0.6	Quasimodo	-	-	5627606	5627680	0.6	5	3	2	0	-	-	-	-	-	-	-
2L	5627707	R	hobo	0.6	hobo	-	-	-	-	-	-	-	-	-	5627807	5627881	0.6	10	6	4	0
2L	5629408	FR	INE-1	1	INE-1	FBti0063171	ncorrdist=175	5629216	5629273	1	6	6	0	0	5629543	5629610	1	5	5	0	0
2L	5705977	R	I-element	0.5	I-element	-	-	-	-	-	-	-	-	-	5706077	5706151	0.5	8	4	4	0
2L	6101379.5	F	S-element	1	S-element	FBti0019127	ncorrdist=108	6101029	6101061	1	6	6	0	0	-	-	-	-	-	-	-
2L	6265980.5	FR	roo	0.583333333333333	roo	-	ncorrdist=120	6265846	6265920	0.666666666666667	6	4	2	0	6266041	6266115	0.5	6	3	3	0
2L	6379537	F	412	0.857142857142857	412	-	ncorrdist=123	6379401	6379475	0.857142857142857	7	6	1	0	-	-	-	-	-	-	-
2L	6594417	R	Rt1b	0.416666666666667	Rt1b	-	-	-	-	-	-	-	-	-	6594517	6594582	0.416666666666667	12	5	7	0
2L	6619004.5	R	Tabor	0.857142857142857	Tabor	-	ncorrdist=124	-	-	-	-	-	-	-	6619067	6619141	0.857142857142857	7	6	1	0
2L	6710401	R	Transpac	0.3	Transpac	-	-	-	-	-	-	-	-	-	6710501	6710575	0.3	10	3	7	0
2L	6966287.5	FR	1731	0.688888888888889	1731	FBti0063690	ncorrdist=169	6966093	6966167	0.777777777777778	9	7	2	0	6966408	6966482	0.6	10	6	4	0
2L	6967556.5	FR	mdg1	0.585714285714286	mdg1	FBti0063689	ncorrdist=205	6967354	6967428	0.6	10	6	4	0	6967685	6967759	0.571428571428571	7	4	3	0
2L	7233041.5	FR	INE-1	1	INE-1	FBti0063710	ncorrdist=143	7232700	7232774	1	5	5	0	0	7233309	7233383	1	8	8	0	0
2L	7574172	R	Transpac	0.3	Transpac	-	-	-	-	-	-	-	-	-	7574272	7574346	0.3	10	3	7	0
2L	7576600	R	P-element	0.692307692307692	P-element	-	-	-	-	-	-	-	-	-	7576700	7576774	0.692307692307692	13	9	4	0
2L	7579324.5	R	BS	0.625	BS	FBti0019133	ncorrdist=122	-	-	-	-	-	-	-	7579449	7579523	0.625	8	5	3	0
2L	8496644	F	I-element	0.473684210526316	I-element	-	-	8496470	8496544	0.473684210526316	19	9	10	0	-	-	-	-	-	-	-
2L	8554626	R	roo	0.333333333333333	roo	-	-	-	-	-	-	-	-	-	8554726	8554800	0.333333333333333	9	3	6	0
2L	8584458	R	Transpac	0.714285714285714	Transpac	-	-	-	-	-	-	-	-	-	8584558	8584632	0.714285714285714	7	5	2	0
2L	8959967	F	Ivk	0.4	Ivk	-	-	8959793	8959867	0.4	10	4	6	0	-	-	-	-	-	-	-
2L	8994028	F	pogo	0.0909090909090909	pogo	-	-	8993854	8993928	0.0909090909090909	11	1	10	0	-	-	-	-	-	-	-
2L	9232131	F	copia	0.285714285714286	copia	-	-	9231957	9232031	0.285714285714286	14	4	10	0	-	-	-	-	-	-	-
2L	9287059	R	jockey	0.3125	jockey	-	-	-	-	-	-	-	-	-	9287159	9287225	0.3125	16	5	11	0
2L	9503260	R	INE-1	1	INE-1	FBti0064242	ncorrdist=158	-	-	-	-	-	-	-	9503455	9503529	1	7	7	0	0
2L	9547615	FR	INE-1	1	INE-1	FBti0064243	ncorrdist=129	9547375	9547449	1	6	6	0	0	9547781	9547855	1	9	9	0	0
2L	9692860	R	FB	0.235294117647059	FB	-	-	-	-	-	-	-	-	-	9692960	9693034	0.235294117647059	17	4	13	0
2L	9861952	R	jockey	0.625	jockey	-	-	-	-	-	-	-	-	-	9862052	9862114	0.625	8	5	3	0
2L	10143413	R	Cr1a	0.6	Cr1a	-	-	-	-	-	-	-	-	-	10143513	10143552	0.6	10	6	4	0
2L	10149055	R	hobo	0.5	hobo	-	-	-	-	-	-	-	-	-	10149155	10149229	0.5	6	3	3	0
2L	10298651	FR	INE-1	0.873076923076923	INE-1	FBti0064262	ncorrdist=115	10298471	10298521	0.846153846153846	13	11	2	0	10298781	10298855	0.9	10	9	1	0
2L	10404233	FR	INE-1	1	INE-1	FBti0064263	ncorrdist=133	10403994	10404068	1	10	10	0	0	10404398	10404472	1	7	7	0	0
2L	10437429	FR	INE-1	0.944444444444444	INE-1	FBti0064264	ncorrdist=149	10437239	10437307	1	7	7	0	0	10437551	10437625	0.888888888888889	9	8	1	0
2L	10570489	F	jockey	0.444444444444444	jockey	-	-	10570315	10570389	0.444444444444444	9	4	5	0	-	-	-	-	-	-	-
2L	10986752	FR	INE-1	0.928571428571429	INE-1	FBti0064299	ncorrdist=119	10986540	10986614	1	20	20	0	0	10986890	10986928	0.857142857142857	7	6	1	0
2L	11048017	FR	Juan	0.53125	Juan	-	ncorrdist=109	11047888	11047962	0.375	8	3	5	0	11048072	11048145	0.6875	16	11	5	0
2L	11459049	F	roo	0.545454545454545	roo	-	-	11458911	11458949	0.545454545454545	11	6	5	0	-	-	-	-	-	-	-
